DimR	Embedding	Assay	G-protein	Layer	Score
PCA	ebret	IUPHAR	GNA13	9	0.003
PCA	ebret	IUPHAR	GNA13	19	0.002
PCA	ebret	IUPHAR	GNA13	33	0.002
PCA	ebret	IUPHAR	GNA13	3	0.001
PCA	ebret	IUPHAR	GNA13	26	0.001
PCA	ebret	IUPHAR	GNA13	29	0.001
PCA	ebret	IUPHAR	GNA13	30	0.001
PCA	ebret	IUPHAR	GNA13	2	0.0
PCA	ebret	IUPHAR	GNA13	14	0.0
PCA	ebret	IUPHAR	GNA13	21	0.0
PCA	ebret	IUPHAR	GNA13	22	0.0
PCA	ebret	IUPHAR	GNA12	1	0.042
PCA	ebret	IUPHAR	GNA12	10	0.027
PCA	ebret	IUPHAR	GNA12	20	0.027
PCA	ebret	IUPHAR	GNA12	6	0.022
PCA	ebret	IUPHAR	GNA12	16	0.021
PCA	ebret	IUPHAR	GNA12	18	0.02
PCA	ebret	IUPHAR	GNA12	4	0.018
PCA	ebret	IUPHAR	GNA12	15	0.018
PCA	ebret	IUPHAR	GNA12	23	0.018
PCA	ebret	IUPHAR	GNA12	7	0.017
PCA	ebret	IUPHAR	GNA12	17	0.017
PCA	ebret	IUPHAR	GNA12	27	0.017
PCA	ebret	IUPHAR	GNA12	28	0.017
PCA	ebret	IUPHAR	GNA12	11	0.016
PCA	ebret	IUPHAR	GNA12	24	0.015
PCA	ebret	IUPHAR	GNA12	13	0.013
PCA	ebret	IUPHAR	GNA12	0	0.012
PCA	ebret	IUPHAR	GNA12	5	0.012
PCA	ebret	IUPHAR	GNA12	25	0.012
PCA	ebret	IUPHAR	GNA12	12	0.011
PCA	ebret	IUPHAR	GNA12	31	0.01
PCA	ebret	IUPHAR	GNA12	32	0.006
PCA	ebret	IUPHAR	GNA12	8	0.004
PCA	ebret	IUPHAR	GNA12	9	0.003
PCA	ebret	IUPHAR	GNA12	19	0.002
PCA	ebret	IUPHAR	GNA12	33	0.002
PCA	ebret	IUPHAR	GNA12	3	0.001
PCA	ebret	IUPHAR	GNA12	26	0.001
PCA	ebret	IUPHAR	GNA12	29	0.001
PCA	ebret	IUPHAR	GNA12	30	0.001
PCA	ebret	IUPHAR	GNA12	2	0.0
PCA	ebret	IUPHAR	GNA12	14	0.0
PCA	ebret	IUPHAR	GNA12	21	0.0
PCA	ebret	IUPHAR	GNA12	22	0.0
PCA	ebret	IUPHAR	GNA11	25	0.044
PCA	ebret	IUPHAR	GNA11	24	0.032
PCA	ebret	IUPHAR	GNA11	23	0.031
PCA	ebret	IUPHAR	GNA11	26	0.025
PCA	ebret	IUPHAR	GNA11	32	0.023
PCA	ebret	IUPHAR	GNA11	29	0.02
PCA	ebret	IUPHAR	GNA11	30	0.019
PCA	ebret	IUPHAR	GNA11	6	0.017
PCA	ebret	IUPHAR	GNA11	3	0.016
PCA	ebret	IUPHAR	GNA11	19	0.016
PCA	ebret	IUPHAR	GNA11	1	0.012
PCA	ebret	IUPHAR	GNA11	12	0.011
PCA	ebret	IUPHAR	GNA11	31	0.01
PCA	ebret	IUPHAR	GNA11	9	0.008
PCA	ebret	IUPHAR	GNA11	10	0.006
PCA	ebret	IUPHAR	GNA11	33	0.006
PCA	ebret	IUPHAR	GNA11	0	0.005
PCA	ebret	IUPHAR	GNA11	7	0.005
PCA	ebret	IUPHAR	GNA11	20	0.004
PCA	ebret	IUPHAR	GNA11	4	0.003
PCA	ebret	IUPHAR	GNA11	15	0.003
PCA	ebret	IUPHAR	GNA11	16	0.003
PCA	ebret	IUPHAR	GNA11	2	0.002
PCA	ebret	IUPHAR	GNA11	8	0.002
PCA	ebret	IUPHAR	GNA11	11	0.002
PCA	ebret	IUPHAR	GNA11	18	0.001
PCA	ebret	IUPHAR	GNA11	27	0.001
PCA	ebret	IUPHAR	GNA11	28	0.001
PCA	ebret	IUPHAR	GNA11	5	0.0
PCA	ebret	IUPHAR	GNA11	13	0.0
PCA	ebret	IUPHAR	GNA11	14	0.0
PCA	ebret	IUPHAR	GNA11	17	0.0
PCA	ebret	IUPHAR	GNA11	21	0.0
PCA	ebret	IUPHAR	GNA11	22	0.0
